CountryName,CountryCode,RegionName,RegionCode,CityName,CityCode,Jurisdiction,Date,C1_School closing,C1_Flag,C1_Notes,C2_Workplace closing,C2_Flag,C2_Notes,C3_Cancel public events,C3_Flag,C3_Notes,C4_Restrictions on gatherings,C4_Flag,C4_Notes,C5_Close public transport,C5_Flag,C5_Notes,C6_Stay at home requirements,C6_Flag,C6_Notes,C7_Restrictions on internal movement,C7_Flag,C7_Notes,C8_International travel controls,C8_Notes,E1_Income support,E1_Flag,E1_Notes,E2_Debt/contract relief,E2_Notes,E3_Fiscal measures,E3_Notes,E4_International support,E4_Notes,H1_Public information campaigns,H1_Flag,H1_Notes,H2_Testing policy,H2_Notes,H3_Contact tracing,H3_Notes,H4_Emergency investment in healthcare,H4_Notes,H5_Investment in vaccines,H5_Notes,M1_Wildcard,M1_Notes,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,StringencyLegacyIndex,StringencyLegacyIndexForDisplay,GovernmentResponseIndex,GovernmentResponseIndexForDisplay,ContainmentHealthIndex,ContainmentHealthIndexForDisplay,EconomicSupportIndex,EconomicSupportIndexForDisplay
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200111,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,0,,,0,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200112,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,0,,,0,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200113,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,0,,,0,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200114,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,0,,,0,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200115,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,0,,,0,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200116,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,0,,,0,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200117,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,0,,,0,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200118,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,0,,,0,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200119,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,0,,,0,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200120,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,0,,,0,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200121,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,0,,,0,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200122,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,0,,,0,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200123,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,0,,,0,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200124,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,0,,,0,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200125,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,0,,,0,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200126,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,0,,,0,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200127,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,0,,,0,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200128,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,0,,,0,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200129,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,0,,,0,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200130,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,0,,,0,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200131,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,2,1,RI Department of Health establishes Incident Command System https://web.archive.org/save/https://governor.ri.gov/documents/orders/Executive-Order-20-02.pdf,0,,0,,,,,,,,0,0,11.11,11.11,14.29,14.29,7.69,7.69,9.09,9.09,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200201,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,2,1,,0,,0,,,,,,,,0,0,11.11,11.11,14.29,14.29,7.69,7.69,9.09,9.09,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200202,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,2,1,,0,,0,,,,,,,,0,0,11.11,11.11,14.29,14.29,7.69,7.69,9.09,9.09,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200203,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,2,1,,0,,0,,,,,,,,0,0,11.11,11.11,14.29,14.29,7.69,7.69,9.09,9.09,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200204,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,2,1,,0,,0,,,,,,,,0,0,11.11,11.11,14.29,14.29,7.69,7.69,9.09,9.09,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200205,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,2,1,,0,,0,,,,,,,,0,0,11.11,11.11,14.29,14.29,7.69,7.69,9.09,9.09,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200206,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,2,1,,0,,0,,,,,,,,0,0,11.11,11.11,14.29,14.29,7.69,7.69,9.09,9.09,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200207,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,2,1,,0,,0,,,,,,,,0,0,11.11,11.11,14.29,14.29,7.69,7.69,9.09,9.09,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200208,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,2,1,,0,,0,,,,,,,,0,0,11.11,11.11,14.29,14.29,7.69,7.69,9.09,9.09,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200209,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,2,1,,0,,0,,,,,,,,0,0,11.11,11.11,14.29,14.29,7.69,7.69,9.09,9.09,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200210,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,2,1,,0,,0,,,,,,,,0,0,11.11,11.11,14.29,14.29,7.69,7.69,9.09,9.09,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200211,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,2,1,,0,,0,,,,,,,,0,0,11.11,11.11,14.29,14.29,7.69,7.69,9.09,9.09,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200212,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,2,1,,0,,0,,,,,,,,0,0,11.11,11.11,14.29,14.29,7.69,7.69,9.09,9.09,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200213,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,2,1,,0,,0,,,,,,,,0,0,11.11,11.11,14.29,14.29,7.69,7.69,9.09,9.09,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200214,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,2,1,,0,,0,,,,,,,,0,0,11.11,11.11,14.29,14.29,7.69,7.69,9.09,9.09,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200215,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,2,1,,0,,0,,,,,,,,0,0,11.11,11.11,14.29,14.29,7.69,7.69,9.09,9.09,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200216,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,2,1,,0,,0,,,,,,,,0,0,11.11,11.11,14.29,14.29,7.69,7.69,9.09,9.09,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200217,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,2,1,,0,,0,,,,,,,,0,0,11.11,11.11,14.29,14.29,7.69,7.69,9.09,9.09,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200218,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,2,1,,0,,0,,,,,,,,0,0,11.11,11.11,14.29,14.29,7.69,7.69,9.09,9.09,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200219,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,2,1,,0,,0,,,,,,,,0,0,11.11,11.11,14.29,14.29,7.69,7.69,9.09,9.09,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200220,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,2,1,,0,,0,,,,,,,,0,0,11.11,11.11,14.29,14.29,7.69,7.69,9.09,9.09,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200221,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,2,1,,0,,0,,,,,,,,0,0,11.11,11.11,14.29,14.29,7.69,7.69,9.09,9.09,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200222,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,2,1,,0,,0,,,,,,,,0,0,11.11,11.11,14.29,14.29,7.69,7.69,9.09,9.09,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200223,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,2,1,,0,,0,,,,,,,,0,0,11.11,11.11,14.29,14.29,7.69,7.69,9.09,9.09,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200224,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,2,1,,0,,0,,,,,,,,0,0,11.11,11.11,14.29,14.29,7.69,7.69,9.09,9.09,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200225,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,2,1,,0,,0,,,,,,,,0,0,11.11,11.11,14.29,14.29,7.69,7.69,9.09,9.09,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200226,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,2,1,,0,,0,,,,,,,,0,0,11.11,11.11,14.29,14.29,7.69,7.69,9.09,9.09,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200227,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,2,1,,0,,0,,,,,,,,0,0,11.11,11.11,14.29,14.29,7.69,7.69,9.09,9.09,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200228,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,2,1,,0,,0,,,,,,,,0,0,11.11,11.11,14.29,14.29,7.69,7.69,9.09,9.09,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200229,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,2,1,,0,,0,,,,,,,,0,0,11.11,11.11,14.29,14.29,7.69,7.69,9.09,9.09,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200301,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,2,1,,0,,0,,,,,,,,1,0,11.11,11.11,14.29,14.29,7.69,7.69,9.09,9.09,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200302,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,2,1,,0,,0,,,,,,,,2,0,11.11,11.11,14.29,14.29,7.69,7.69,9.09,9.09,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200303,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,2,1,,0,,0,,,,,,,,2,0,11.11,11.11,14.29,14.29,7.69,7.69,9.09,9.09,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200304,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,2,1,,0,,0,,,,,,,,2,0,11.11,11.11,14.29,14.29,7.69,7.69,9.09,9.09,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200305,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,2,1,,0,,0,,,,,,,,2,0,11.11,11.11,14.29,14.29,7.69,7.69,9.09,9.09,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200306,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,2,1,,1,"In a 6 March press release identifying their 3rd case (cases 1 and 2 being handled by Massachusetts), the Rhode Island State Government tells residents, """"Although Rhode Island has the testing capacity it needs, people without symptoms should not be tested for COVID-19. Testing individuals with no symptoms is not recommended by CDC.""""     See Press Release:  https://web.archive.org/web/20200802203358/https://www.ri.gov/press/view/37848",1,"A 6 March press release identifying the state's presumptive case notes that """"extensive contact tracing is being done on this case.""""    See Press Release:  http://web.archive.org/web/20200802204345/https://www.ri.gov/press/view/37858",,,,,,,2,0,11.11,11.11,14.29,14.29,14.1,14.1,16.67,16.67,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200307,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,2,1,,1,,1,,,,,,,,3,0,11.11,11.11,14.29,14.29,14.1,14.1,16.67,16.67,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200308,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,,,,2,1,,1,,1,,,,,,,,3,0,11.11,11.11,14.29,14.29,14.1,14.1,16.67,16.67,0,0
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200309,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,2,0,“Most Rhode Island private sector workers are eligible for earned sick and safe leave. The benefits provided by this leave enable employees to take time off from work to care for themselves or family members that have been impacted by COVID-19.”    https://web.archive.org/web/20200801180304/https://www.providencejournal.com/news/20200309/raimondo-declares-state-of-emergency-in-ri-over-coronavirus,0,,,,,,2,1,,1,,1,,,,,,,,3,0,11.11,11.11,14.29,14.29,19.87,19.87,16.67,16.67,37.5,37.5
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200310,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,2,0,,0,,,,,,2,1,,1,,1,,,,,,,,3,0,11.11,11.11,14.29,14.29,19.87,19.87,16.67,16.67,37.5,37.5
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200311,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,2,0,,0,,,,,,2,1,,1,,1,,,,,,,,5,0,11.11,11.11,14.29,14.29,19.87,19.87,16.67,16.67,37.5,37.5
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200312,0,,,0,,,2,0,"City of Providence revokes all entertainment licenses (e.g. concerts, sports, etc.)  https://web.archive.org/save/https://www.providencejournal.com/news/20200312/providence-mayor-issues-state-of-emergency-revokes-entertainment-licenses",0,,,0,,,0,,,0,,,0,,2,0,,0,,,,,,2,1,,1,,1,,,,,,,,3,0,19.44,19.44,23.81,23.81,25.64,25.64,23.48,23.48,37.5,37.5
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200313,0,,,0,,,2,0,,0,,,0,,,0,,,0,,,2,Any person arriving in RI from outside the US must quarantine for 14 days. Anyone arriving in RI who has been out of the US within 14 days must quarantine for the remaining 14 days.   https://web.archive.org/save/https://governor.ri.gov/documents/orders/Executive-Order-20-03.pdf,2,0,,0,,,,,,2,1,,1,,1,,,,,,,,12,0,25,25,30.95,30.95,29.49,29.49,28.03,28.03,37.5,37.5
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200314,0,,,0,,,2,0,,0,,,0,,,0,,,0,,,2,,2,0,,0,,,,,,2,1,,1,,1,,,,,,,,20,0,25,25,30.95,30.95,29.49,29.49,28.03,28.03,37.5,37.5
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200315,0,,,0,,,2,0,,0,,,0,,,0,,,0,,,2,,2,0,,0,,,,,,2,1,,1,,1,,,,,,,,20,0,25,25,30.95,30.95,29.49,29.49,28.03,28.03,37.5,37.5
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200316,3,1,RI schools closed as of 16 March https://web.archive.org/web/20200615154628/https://www.wpri.com/health/coronavirus/friday-afternoon-coronavirus-update-rhode-island/,0,,,2,0,,3,1,All gatherings of more than 25 people are banned from Tuesday 16th https://web.archive.org/save/https://patch.com/rhode-island/newport/coronavirus-ri-dine-restaurants-closed-2-weeks,0,,,1,0,"""""I ask that everyone stay home, follow the recommendations the City and the State have issued and do their part to protect our community,"""" said Providence Mayor Jorge Elorza.    See Press Release:  http://web.archive.org/web/20200802210332/https://www.ri.gov/press/view/37924",0,,,2,,2,0,,1,"""""The Rhode Island Public Utilities Commission (PUC) approved an emergency order March 16 to suspend all shut-offs and collections for gas, electric, water, and sewer customers with unpaid bills.""""    https://web.archive.org/web/20200801174955/https://www.ecori.org/renewable-energy/2020/3/16/ne2lprw3cq51w5mnprkg2jzxmmwa70  ",,,,,2,1,,1,,1,,,,,,,,21,0,46.3,46.3,50.71,50.71,48.08,48.08,45.45,45.45,62.5,62.5
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200317,3,1,,0,,,2,1,"Gatherings of 25 people or more are prohibited in Rhode Island. Gatherings subject to this Order include, but are not limited to, community, civic, public, leisure, or faithbased events, sporting events with spectators, concerts, conventions, fundraisers, parades, fairs, festivals, and any other similar activity that brings together 25 or more people at the same time  https://web.archive.org/save/https://governor.ri.gov/documents/orders/Executive-Order-20-04.pdf",3,1,,0,,,1,0,,0,,,2,,2,0,,2,"""""On March 17, 2020, Rhode Island courts stopped hearing all non-essential matters, including evictions, until after April 17, 2020. This functions as a moratorium on evictions because the courts will not move them forward, even if they are filed, during this period. You cannot legally be evicted from your home until an eviction has been processed through the court system and a court order for the tenant to move out (also called an “order of execution”) has been issued. You might get letters or legal papers from your landlord during this period, but the courts are not processing new eviction cases until after April 17, 2020.""""    https://web.archive.org/web/20200801174036/https://www.providencejournal.com/news/20200706/hundreds-in-ri-face-eviction-with-moratorium-expired",,,,,2,1,,1,,1,,,,,,,,23,0,49.07,49.07,53.57,53.57,53.85,53.85,47.73,47.73,87.5,87.5
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200318,3,1,,0,,,2,1,,3,1,,0,,,1,0,,0,,,2,,2,0,,2,,,,,,2,1,,1,,1,,,,,,,,33,0,49.07,49.07,53.57,53.57,53.85,53.85,47.73,47.73,87.5,87.5
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200319,3,1,,0,,,2,1,,3,1,,0,,,1,0,,0,,,2,,2,0,,2,,,,,,2,1,,1,,1,,,,,,,,44,0,49.07,49.07,53.57,53.57,53.85,53.85,47.73,47.73,87.5,87.5
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200320,3,1,,0,,,2,1,,3,1,,0,,,1,0,,0,,,2,,2,0,,2,,,,,,2,1,,1,,1,,,,,,,,54,0,49.07,49.07,53.57,53.57,53.85,53.85,47.73,47.73,87.5,87.5
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200321,3,1,,0,,,2,1,,4,1,"""""Gatherings are restricted to 10 people or fewer.""""    See Press Release:  http://web.archive.org/web/20200510201538/https://www.ri.gov/press/view/37983",0,,,1,0,,0,,,2,,2,0,,2,,,,,,2,1,,1,,1,,,,,,,,66,0,51.85,51.85,53.57,53.57,55.77,55.77,50,50,87.5,87.5
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200322,3,1,,2,1,"The Governor also reiterated that all recreation and entertainment facilities as well as close-contact businesses must close their in-person operations by 5 p.m. today. This includes theaters, cinemas, sporting events, bowling alleys, gyms, fitness centers, hair salons and barbershops, nail salons, spas and tattoo parlors.    See press release:  http://web.archive.org/web/20200802214917/https://www.ri.gov/press/view/37985",2,1,,4,1,All gatherings of more than 10 people banned   https://web.archive.org/save/https://governor.ri.gov/documents/orders/Executive-Order-20-09.pdf,0,,,1,0,,0,,,2,,2,0,,2,,,,,,2,1,,1,,1,,,,,,,,83,0,59.26,59.26,64.29,64.29,60.9,60.9,56.06,56.06,87.5,87.5
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200323,3,1,,2,1,,2,1,,4,1,,0,,,1,0,,0,,,2,,2,0,,2,,,,,,2,1,,1,,1,,,,,,,,106,0,59.26,59.26,64.29,64.29,60.9,60.9,56.06,56.06,87.5,87.5
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200324,3,1,,2,1,,2,1,,4,1,,0,,,2,0,New Shoreham (Block Island) requires shelter in place https://web.archive.org/web/20200612025452/https://www.wpri.com/health/coronavirus/shelter-in-place-order-issued-on-block-island/,2,1,"Effective beginning at 7:00 a.m. on March 24, 2020, any person who returns to  Rhode Island after domestic airplane travel must immediately self-quarantine  for 14 days. This quarantine restriction shall not apply to public health, public  safety or healthcare workers.  https://web.archive.org/save/https://governor.ri.gov/documents/orders/Executive-Order-20-09.pdf",2,,2,0,,2,,,,,,2,1,,1,,1,,,,,,,,124,0,74.07,74.07,75,75,71.15,71.15,68.18,68.18,87.5,87.5
United States,USA,Rhode Island,US_RI,,,STATE_ALL,20200325,3,1,,2,1,,2,1,,4,1,,0,,,2,0,,2,1,,2,,2,0,,2,,,,,,2,1,,1,,1,,,,,,,,132,0,74.07,74.07,75,75,71.15,71.15,68.18,68.18,87.5,87.5
